Date,Price,Volume,Market cap,Coin
2024-04-26,1.00007618,6238863810,33389487896,USDC
2024-04-25,1.000001078,7296808841,33354452182,USDC
2024-04-24,1.000452201,7285867078,33417981493,USDC
2024-04-23,0.9999980237,5682840288,33636596714,USDC
2024-04-22,1.000050379,7099413055,33797045596,USDC
2024-04-21,1.000006545,4622993536,33943490879,USDC
2024-04-20,1.000059448,5172051416,33956406955,USDC
2024-04-19,1.000090191,11026707590,33903114125,USDC
2024-04-18,1.000162226,8537096534,33091006375,USDC
2024-04-17,1.000003364,8797320706,32578893522,USDC
2024-04-16,1.000000696,9306979016,32602852372,USDC
2025-04-14,0.9999074611,917634135.7,5364886196,DAI
2025-04-13,0.9999078745,906552899.8,5364888414,DAI
2025-04-12,1.000218762,1949145607,5366556442,DAI
2025-04-11,0.9999138487,2674714765,5364920468,DAI
2025-04-10,0.9997041295,2703739633,5363795244,DAI
2025-04-09,1.000096258,2329322402,5365988753,DAI
2025-04-08,1.000030046,2421758350,5365543908,DAI
2025-04-07,0.9999711691,2608403464,5365240959,DAI
2025-04-06,1.000060448,167536180.1,5365707028,DAI
2025-04-05,1.0000679,49630632.52,5365747009,DAI
2025-04-04,1.000012299,94157151.26,5365417575,DAI
2025-04-03,0.9999832776,119176858.5,5365292981,DAI
2025-04-02,0.9997385235,126789276.4,5363984740,DAI
2025-04-01,1.000064173,107133929.1,5365727014,DAI
2025-03-31,0.9998945069,129665779.8,5364830291,DAI
2025-03-30,0.9999565277,90889485.01,5365147454,DAI
2025-03-29,1.00002559,101594921.9,5365520002,DAI
2025-03-28,0.999953726,140201359.9,5365134425,DAI
2025-03-27,0.9999031904,130896071.5,5364880670,DAI
2025-03-26,0.999987272,128104600,5365314412,DAI
2025-03-25,1.000085694,96704427.99,5365842485,DAI
2025-03-24,1.000106639,147714803.3,5366000868,DAI
2025-03-23,1.00028369,123592263.6,5366915999,DAI
2025-03-22,1.000151661,132704425.5,5366196424,DAI
2025-03-21,0.9999766888,101504529.8,5365250324,DAI
2025-03-20,1.000105781,179914361.1,5365764784,DAI
2025-03-19,1.000208251,153320407.5,5366508232,DAI
2025-03-18,1.00002629,137300489.8,5365523760,DAI
2025-03-17,1.000031053,114894218,5365549312,DAI
2025-03-16,1.000129259,107872775,5366113332,DAI
2025-03-15,1.000042752,97002102.95,5365600956,DAI
2025-03-14,1.000022378,85656708.57,5365495165,DAI
2025-03-13,1.000016546,108848472.4,5365471480,DAI
2025-03-12,0.9999687137,110290525.5,5365220375,DAI
2025-03-11,0.9999638252,129942054,5365188611,DAI
2025-03-10,1.000006307,195263151.9,5365416541,DAI
2025-03-09,0.9998566886,103327868.2,5364613782,DAI
2025-03-08,1.000038368,72594323.76,5365588093,DAI
2025-03-07,1.000097151,143423808.7,5365903955,DAI
2025-03-06,1.000037891,99615837.75,5365586001,DAI
2025-03-05,1.000103519,108505195.2,5365938123,DAI
2025-03-04,0.999895817,144738452.6,5364789509,DAI
2025-03-03,1.000029841,191778456.5,5365518547,DAI
2025-03-02,1.000106615,215560593.8,5365962927,DAI
2025-03-01,0.9999222501,135498158.3,5364965545,DAI
2025-02-28,0.9998417852,278565074.5,5364535442,DAI
2025-02-27,0.9999818644,202243110.2,5365285398,DAI
2025-02-26,0.9997434431,241557712.8,5364006177,DAI
2025-02-25,0.999612061,344276475.4,5363301261,DAI
2025-02-24,0.999964841,383871923.8,5365194061,DAI
2025-02-23,0.9998899586,254328921.7,5364792289,DAI
2025-02-22,1.000234636,135991073.3,5366641615,DAI
2025-02-21,1.000010757,286909993,5365440416,DAI
2025-02-20,0.9999038199,228157187,5364837112,DAI
2025-02-19,1.000031173,154452585.7,5365549956,DAI
2025-02-18,0.9997914897,252649516.5,5364263965,DAI
2025-02-17,1.000010911,191908088.9,5365438164,DAI
2025-02-16,1.000160985,179240017.8,5366246449,DAI
2025-02-15,1.000052965,185001604.9,5365666881,DAI
2025-02-14,0.9998325002,225998402.9,5364484002,DAI
2025-02-13,1.000233885,229378400.7,5366637587,DAI
2025-02-12,0.9999249337,254703110.1,5364979943,DAI
2025-02-11,0.9999023355,215004082.1,5364922577,DAI
2025-02-10,1.000044899,201771309.8,5365623602,DAI
2025-02-09,1.000160759,151379837.3,5366245235,DAI
2025-02-08,1.000226585,208617827.7,5366582974,DAI
2025-02-07,1.000044312,236660496.5,5365620455,DAI
2025-02-06,1.000025865,244345136.4,5365521476,DAI
2025-02-05,0.9998797447,256658722.6,5364737487,DAI
2025-02-04,0.999772069,363462036,5364060000,DAI
2025-02-03,0.9999363722,580415588.8,5365034437,DAI
2025-02-02,0.9997579149,244026430.4,5364083824,DAI
2025-02-01,0.9998826607,162806154.3,5364745125,DAI
2025-01-31,1.00006455,184116121,5365729037,DAI
2025-01-30,1.000057127,183415278.8,5365689208,DAI
2025-01-29,1.000064217,185046319.4,5365727253,DAI
2025-01-28,0.9999023436,227533547.4,5364889176,DAI
2025-01-27,1.000247393,282685341.5,5366710060,DAI
2025-01-26,1.00003517,175238404.2,5365571404,DAI
2025-01-25,1.000209309,165611456.9,5366528782,DAI
2025-01-24,0.9999111184,244286363.8,5364905819,DAI
2025-01-23,0.9999329339,406869173.7,5364829495,DAI
2025-01-22,1.000280838,163113418.1,5366866520,DAI
2025-01-21,1.000062001,242991493.5,5365715362,DAI
2025-01-20,0.9999200485,197354893.7,5364933551,DAI
2025-01-19,0.9998698211,159702211.8,5364684243,DAI
2025-01-18,0.999838302,131839595.4,5364515131,DAI
2025-01-17,1.00011729,109508707.8,5366022326,DAI
2025-01-16,1.000072078,85805077.93,5365765397,DAI
2025-01-15,1.000324665,106770837.4,5367236953,DAI
2025-01-14,0.9999437734,97164840.12,5365075870,DAI
2025-01-13,1.000146095,140995236.1,5366119971,DAI
2025-01-12,1.000002551,51795443.24,5365422153,DAI
2025-01-11,1.000123738,76217572.25,5366046603,DAI
2025-01-10,1.000170672,101239486.9,5366298424,DAI
2025-01-09,1.000139492,121207434.6,5366088510,DAI
2025-01-08,0.9999566022,97127251.96,5365074413,DAI
2025-01-07,1.000026026,125436329.2,5365522341,DAI
2025-01-06,1.00026613,122104565.6,5366839545,DAI
2025-01-05,1.000024029,82904806.07,5365511628,DAI
2025-01-04,1.000302343,97376055.23,5367004888,DAI
2025-01-03,1.000176773,123800424.9,5366331156,DAI
2025-01-02,0.999888841,128561421.9,5364788997,DAI
2025-01-01,0.9997927308,135438825.1,5364270624,DAI
2024-12-31,0.9996858548,107701051.9,5363697193,DAI
2024-12-30,0.9997895328,184329355.5,5364246014,DAI
2024-12-29,0.9999917719,126412269.7,5365338556,DAI
2024-12-28,0.9998602767,117758070.1,5364595253,DAI
2024-12-27,0.9996181867,113117228.3,5363334128,DAI
2024-12-26,0.9997643833,128937558.1,5364102581,DAI
2024-12-25,1.00010756,115355291.3,5365955837,DAI
2024-12-24,1.000147624,144803652.6,5366173553,DAI
2024-12-23,0.9996535085,162123396.5,5363523643,DAI
2024-12-22,0.9996518586,168777328.5,5363498144,DAI
2024-12-21,1.000129592,164004869.4,5366017856,DAI
2024-12-20,1.000035331,227766393.6,5365572267,DAI
2024-12-19,0.9999239518,198741624.4,5364974675,DAI
2024-12-18,0.9997871557,132898238.1,5364240712,DAI
2024-12-17,0.9999545348,96792930.88,5365037634,DAI
2024-12-16,1.000120844,173393002.4,5366031079,DAI
2024-12-15,0.9999313106,110328924.5,5365021823,DAI
2024-12-14,0.9999160874,105713550,5364932480,DAI
2024-12-13,1.000047809,127037578.3,5365639214,DAI
2024-12-12,0.9999851659,135758832.6,5365291033,DAI
2024-12-11,1.000061828,117411789.2,5365714435,DAI
2024-12-10,1.00004429,133467181.4,5365728083,DAI
2024-12-09,1.000272157,218537185.2,5366700530,DAI
2024-12-08,1.000071669,152252888,5365767610,DAI
2024-12-07,1.000131765,129642936.5,5366148675,DAI
2024-12-06,1.0001126,201140911.5,5365986844,DAI
2024-12-05,1.00000324,184106934.2,5365388545,DAI
2024-12-04,1.000162096,165689056.7,5366531890,DAI
2024-12-03,1.000138483,176374998.3,5366141820,DAI
2024-12-02,1.000180688,302367972.7,5366388855,DAI
2024-12-01,1.00014376,81123294.05,5366154030,DAI
2024-11-30,0.9998688995,92593752.05,5364584318,DAI
2024-11-29,0.9997410007,126597366.1,5363993073,DAI
2024-11-28,0.9998786971,127547753.2,5364745309,DAI
2024-11-27,0.9998709888,173682769,5364770586,DAI
2024-11-26,0.9998392609,238841040.2,5364510610,DAI
2024-11-25,0.9997035322,209445709.3,5363769728,DAI
2024-11-24,1.000156829,100403043,5366157993,DAI
2024-11-23,0.9996117156,152457173.8,5363299408,DAI
2024-11-22,1.000029465,147159586,5365537655,DAI
2024-11-21,1.000016886,187653111.8,5365415876,DAI
2024-11-20,0.9996574245,156238178.3,5363536484,DAI
2024-11-19,0.9999559072,147004944.7,5365151422,DAI
2024-11-18,0.9999224754,134762448.6,5364969635,DAI
2024-11-17,0.999954659,88374590.29,5365139431,DAI
2024-11-16,0.9998301587,75004422.47,5364471439,DAI
2024-11-15,0.9998193643,144862323,5364413523,DAI
2024-11-14,0.9997735974,159702853.4,5364167966,DAI
2024-11-13,0.9998713808,208356583.2,5364692611,DAI
2024-11-12,0.9997349279,261590564,5363972562,DAI
2024-11-11,0.9997796171,216404341.8,5364200264,DAI
2024-11-10,0.9998581945,130592930.1,5364441807,DAI
2024-11-09,0.9998084239,90463844.29,5364330174,DAI
2024-11-08,0.9997051771,147736611.6,5363800865,DAI
2024-11-07,0.9996552999,191840061,5363530603,DAI
2024-11-06,0.9998246468,190979952.5,5364448447,DAI
2024-11-05,0.9999800216,82896689.67,5365242013,DAI
2024-11-04,0.999971453,73620122.14,5365229537,DAI
2024-11-03,0.99998898,71998070.24,5365314785,DAI
2024-11-02,0.9999489833,43195257.75,5365108978,DAI
2024-11-01,0.9997487615,91694722.56,5364034712,DAI
2024-10-31,0.9997620849,119321107.9,5364124898,DAI
2024-10-30,0.9998163881,82432644.91,5364411312,DAI
2024-10-29,0.9999420722,115431469,5365108039,DAI
2024-10-28,0.9998765047,87891030.06,5364720103,DAI
2024-10-27,0.9997929844,44441166.58,5364271985,DAI
2024-10-26,0.9997052941,70698102.51,5363801493,DAI
2024-10-25,0.9996733576,137930118.5,5363630506,DAI
2024-10-24,0.9999288943,77306302.13,5365001194,DAI
2024-10-23,0.999949862,92809588.13,5365122897,DAI
2024-10-22,0.9997158775,77292551.52,5363858277,DAI
2024-10-21,0.9997526081,149632784.3,5364055350,DAI
2024-10-20,0.9997264762,70803888.83,5363915143,DAI
2024-10-19,0.9997859851,44236958.94,5364245315,DAI
2024-10-18,0.9998113103,77343915.26,5364370310,DAI
2024-10-17,0.9998655496,66997814.62,5364600103,DAI
2024-10-16,0.9998061031,83190689.06,5364277393,DAI
2024-10-15,0.9999963709,92579466.01,5365363231,DAI
2024-10-14,0.9998792035,98736261.35,5364739269,DAI
2024-10-13,0.9997970155,58671568.73,5364293613,DAI
2024-10-12,0.9998874113,57221721.1,5364778621,DAI
2024-10-11,0.9998663074,87026413.41,5364665391,DAI
2024-10-10,0.9998502395,115980968,5364583825,DAI
2024-10-09,0.9996184624,81913201.58,5363473833,DAI
2024-10-08,0.9998444217,107764331.5,5364537131,DAI
2024-10-07,0.9998313635,74634974.05,5364477903,DAI
2024-10-06,0.999782872,73518559.24,5364217728,DAI
2024-10-05,0.9999033551,47403442.46,5364966641,DAI
2024-10-04,0.9998728807,77678967.76,5364700659,DAI
2024-10-03,0.9998835002,121953843,5364757637,DAI
2024-10-02,0.999999237,89744440.22,5365378605,DAI
2024-10-01,1.000102552,119752012.9,5365918957,DAI
2024-09-30,0.999781416,94638706.91,5364209916,DAI
2024-09-29,0.9998793423,45367368.99,5364735328,DAI
2024-09-28,0.9998320429,62998597.93,5364481549,DAI
2024-09-27,0.9999566531,85307883.55,5365150130,DAI
2024-09-26,1.000095134,97477056.18,5365893132,DAI
2024-09-25,1.00002203,79288035.65,5365500904,DAI
2024-09-24,1.000021336,70790943.25,5365517388,DAI
2024-09-23,0.9999615568,76058543.41,5365176440,DAI
2024-09-22,1.000084156,62567912.73,5365834229,DAI
2024-09-21,1.000111027,77833061.09,5365978407,DAI
2024-09-20,1.00000765,90731777.37,5365424520,DAI
2024-09-19,1.000096346,71475232.56,5365888909,DAI
2024-09-18,1.000019655,82168721.2,5365488161,DAI
2024-09-17,0.999870618,62694220.26,5364688518,DAI
2024-09-16,0.9998666087,70211751.95,5364665968,DAI
2024-09-15,0.9997931788,39955289.93,5364273028,DAI
2024-09-14,1.000002074,40295155.19,5365393831,DAI
2024-09-13,1.000298532,52665548.61,5366955631,DAI
2024-09-12,1.000059406,51084727.89,5365701439,DAI
2024-09-11,1.000048046,134681503.3,5365640490,DAI
2024-09-10,0.9999185261,59564572.64,5364945564,DAI
2024-09-09,1.000082213,86637198.02,5365805214,DAI
2024-09-08,1.00004124,46489822.59,5365604358,DAI
2024-09-07,1.000013582,74179399.4,5365455576,DAI
2024-09-06,1.000171498,124327519.3,5366302853,DAI
2024-09-05,0.9998080047,60766086.54,5364352574,DAI
2024-09-04,0.9999483966,116164479,5365109122,DAI
2024-09-03,0.9998639082,61729964.87,5364688107,DAI
2024-09-02,0.9998788347,91107897.64,5364732604,DAI
2024-09-01,0.9998863021,89996302.53,5364778195,DAI
2024-08-31,0.9999200985,55164929.2,5364954000,DAI
2024-08-30,0.9999511797,89690313.24,5365111584,DAI
2024-08-29,0.9999917689,73932346.4,5365338540,DAI
2024-08-28,0.999854239,111472758.2,5364592702,DAI
2024-08-27,0.9999574863,111986589.2,5365154600,DAI
2024-08-26,0.9998678285,92876686.4,5364673552,DAI
2024-08-25,0.9999757699,64866792.67,5365242527,DAI
2024-08-24,0.9999683474,87802585.42,5365212874,DAI
2024-08-23,1.000043263,121020283.6,5365614826,DAI
2024-08-22,0.9999496416,94647573.88,5365112510,DAI
2024-08-21,0.9999592943,96350599.11,5365173661,DAI
2024-08-20,0.99986217,102738500.4,5364628642,DAI
2024-08-19,0.9999878045,85291700.74,5365317269,DAI
2024-08-18,0.9998537365,75437788.21,5364589581,DAI
2024-08-17,0.9999650715,75698599.28,5365195298,DAI
2024-08-16,1.000003854,97135013.5,5347909204,DAI
2024-08-15,0.9998036782,113282568.9,5346826056,DAI
2024-08-14,0.9999828854,106691137.5,5347797069,DAI
2024-08-13,0.9999478835,112812350.7,5347588010,DAI
2024-08-12,0.9999639047,107575577.7,5347695527,DAI
2024-08-11,0.9997997079,76670125.61,5346817456,DAI
2024-08-10,0.9999027997,70649569.03,5347398154,DAI
2024-08-09,1.000028998,125056490.1,5348043675,DAI
2024-08-08,0.9999321529,144299554.4,5347525757,DAI
2024-08-07,0.9997980202,170859315.9,5346820523,DAI
2024-08-06,0.999822914,215059746.3,5346941559,DAI
2024-08-05,0.999906388,623235429.4,5347387878,DAI
2024-08-04,0.9998207446,170218254.6,5346921082,DAI
2024-08-03,0.9998207518,113695905,5346929997,DAI
2024-08-02,0.9997526914,150321017.4,5346566017,DAI
2024-08-01,0.9998291915,132789359.9,5346975131,DAI
2024-07-31,0.999794195,75032903.69,5346788640,DAI
2024-07-30,0.999865285,103795846.3,5347168155,DAI
2024-07-29,0.999839908,128819528.4,5347032442,DAI
2024-07-28,0.9999411846,101482049.5,5347563345,DAI
2024-07-27,0.9998815494,130386209,5347255135,DAI
2024-07-26,0.9999678972,119472722.9,5347731369,DAI
2024-07-25,0.999798037,207653047.7,5346814962,DAI
2024-07-24,0.9999988761,163666244.4,5347882585,DAI
2024-07-23,0.999899686,183622879.1,5347349163,DAI
2024-07-22,0.9999745756,114161394.3,5347752629,DAI
2024-07-21,0.9999332257,83553701.1,5347531494,DAI
2024-07-20,0.9999426485,43604158.52,5347581886,DAI
2024-07-19,1.000141857,176984650,5348637050,DAI
2024-07-18,0.9999851494,135700453.7,5347809176,DAI
2024-07-17,0.9998744448,125978781,5347217141,DAI
2024-07-16,1.000080732,183327981,5348320344,DAI
2024-07-15,1.000083068,142181647.6,5348332834,DAI
2024-07-14,1.00003743,129943340.1,5348088766,DAI
2024-07-13,1.00002776,64219517.98,5348037052,DAI
2024-07-12,1.000246989,268273294.7,5349209465,DAI
2024-07-11,0.9999481326,184127604.5,5347611215,DAI
2024-07-10,0.9999688151,126527661.9,5347721822,DAI
2024-07-09,1.00006302,799913116.8,5348225618,DAI
2024-07-08,0.9998445577,840682154.9,5347057308,DAI
2024-07-07,0.999724807,812023081,5346416894,DAI
2024-07-06,1.000114536,806253866.1,5348501122,DAI
2024-07-05,1.000216339,1293555178,5349045554,DAI
2024-07-04,1.000061259,623111078.4,5348216201,DAI
2024-07-03,0.9999679249,491997734.2,5347717062,DAI
2024-07-02,0.9998042856,485803034.1,5346841937,DAI
2024-07-01,0.9999915309,452455363.3,5347843304,DAI
2024-06-30,0.9998188936,327921945.5,5346920059,DAI
2024-06-29,0.999780199,302092507.5,5346713124,DAI
2024-06-28,0.9998199908,404704826.7,5346925927,DAI
2024-06-27,0.9997488464,407366033.1,5346545454,DAI
2024-06-26,0.999924496,319759830.4,5347484809,DAI
2024-06-25,1.00006629,379447233.1,5348243105,DAI
2024-06-24,0.9999112015,517218303.9,5347413711,DAI
2024-06-23,0.9998994653,225594733,5347350948,DAI
2024-06-22,1.0001243,286200895.5,5348553338,DAI
2024-06-21,1.000119654,432688045.8,5348528491,DAI
2024-06-20,0.9999687509,479965468.1,5347721479,DAI
2024-06-19,1.000065807,469442545.1,5348240526,DAI
2024-06-18,0.9999454768,698180511.3,5347597012,DAI
2024-06-17,1.000001363,363090027.3,5347895886,DAI
2024-06-16,1.000027113,331790554,5348033592,DAI
2024-06-15,0.9998630931,326399199.7,5347156433,DAI
2024-06-14,0.9998556077,419647596.3,5347116402,DAI
2024-06-13,0.9998363521,295237280,5347013425,DAI
2024-06-12,1.000019115,335167826.5,5347990820,DAI
2024-06-11,1.000010664,275956280,5347945626,DAI
2024-06-10,0.9998498856,416329075.7,5347085801,DAI
2024-06-09,0.9998953109,421483511.8,5347328730,DAI
2024-06-08,0.9998685623,387763508.4,5347185681,DAI
2024-06-07,0.9999826945,303035853.5,5347796048,DAI
2024-06-06,0.9997436896,245264169.8,5346552911,DAI
2024-06-05,1.000082614,298053304.6,5348330406,DAI
2024-06-04,1.000326883,319616297.2,5349636727,DAI
2024-06-03,1.000045811,374126019.3,5348133587,DAI
2024-06-02,0.9998569309,234992599.1,5347123478,DAI
2024-06-01,0.999965169,222163762.3,5347703885,DAI
2024-05-31,0.9998748514,300234663,5347219315,DAI
2024-05-30,1.000108096,334538709.4,5348466679,DAI
2024-05-29,0.999766415,307689180.2,5346645321,DAI
2024-05-28,0.9997588181,232621321.5,5346635876,DAI
2024-05-27,0.9997898758,308103677.1,5346764875,DAI
2024-05-26,0.9998822418,186517810.2,5347258838,DAI
2024-05-25,1.000006365,263631076,5347922632,DAI
2024-05-24,0.9998672308,316190561.1,5347135734,DAI
2024-05-23,0.9998228831,423664360.7,5346937667,DAI
2024-05-22,0.999855462,407229315.9,5347115623,DAI
2024-05-21,0.9999099703,642257625.5,5347406584,DAI
2024-05-20,0.9999146389,821226565.7,5347329093,DAI
2024-05-19,0.9998862828,523149353.1,5347280449,DAI
2024-05-18,1.000027887,617527975.2,5348044357,DAI
2024-05-17,1.000054313,538183294.3,5348179056,DAI
2024-05-16,0.9999084907,483779906.7,5347399214,DAI
2024-05-15,0.9999388384,729049935.4,5347561511,DAI
2024-05-14,0.9998844767,797070857.1,5347281885,DAI
2024-05-13,0.9999959804,684188089.7,5347867099,DAI
2024-05-12,0.999808482,572981954.9,5346857434,DAI
2024-05-11,0.99991087,741923651.7,5347372624,DAI
2024-05-10,0.999902883,618043531.9,5347369225,DAI
2024-05-09,1.000063354,619673158.3,5348276213,DAI
2024-05-08,0.9998708638,711322908.3,5347197990,DAI
2024-05-07,1.000088641,593326613.8,5348362640,DAI
2024-05-06,1.000069094,677236107.9,5348259166,DAI
2024-05-05,1.000130073,565103347.7,5348583024,DAI
2024-05-04,1.000080621,646982546.1,5348319748,DAI
2024-05-03,1.000483637,701626657,5350475031,DAI
2024-05-02,1.00013974,643349405.4,5348635908,DAI
2024-05-01,0.9997548623,817654846.3,5346577476,DAI
2024-04-30,0.9998911829,668355864.7,5347235641,DAI
2024-04-29,1.000212934,658378900.9,5349027342,DAI
2024-04-28,1.000055358,639625288.9,5348184645,DAI
2024-04-27,0.999796199,547341761.3,5346798691,DAI
2024-04-26,0.9999251621,655941322,5347488371,DAI
2024-04-25,0.9999657026,520662913.6,5347706167,DAI
2024-04-24,0.9999783903,429367843.1,5347844337,DAI
2024-04-23,0.999990171,454682916.8,5347829813,DAI
2024-04-22,1.000136309,356383083.6,5348617561,DAI
2024-04-21,1.000168523,343513150.7,5348789838,DAI
2024-04-20,1.000206265,696004564.1,5348997080,DAI
2024-04-19,1.000152446,1142968784,5348711211,DAI
2024-04-18,1.000028756,287247588.6,5348042382,DAI
2024-04-17,0.9999733981,812047452.3,5347746332,DAI
2024-04-16,1.000040393,629275511.1,5348103114,DAI
2025-04-14,0.9984526888,53125400.97,494749365.4,TUSD
2025-04-13,0.9977756089,53013773.21,494413861.4,TUSD
